#{"t_start": 1788749986.2010958, "env_id": "None"}
r,l,t
-38.453347,168,1.751517
-40.659815,168,1.898039
-37.525686,168,2.046948
-40.913565,168,2.196636
-35.582449,168,2.345667
-45.382513,168,2.507298
-49.543069,168,3.18587
-38.19102,168,3.856606
-33.597836,168,4.52549
-27.247645,168,5.199983
-17.046961,168,5.897478
-16.709457,168,6.561249
-10.974986,168,7.222498
-6.591172,168,7.885823
-5.749871,168,8.54506
-5.290883,168,9.231322
-5.921239,168,9.903633
-3.109722,168,10.568643
-4.320495,168,11.26308
-4.702435,168,11.966052
-2.746678,168,12.625432
-4.399634,168,13.30553
-2.936049,168,13.979461
-3.646676,168,14.660467
-4.667137,168,15.314207
-4.367743,168,15.978613
-3.724736,168,16.627151
-5.200919,168,17.290105
-2.508743,168,17.962304
-4.686936,168,20.22343
-4.504262,168,20.876271
-3.871356,168,21.564986
-2.733491,168,22.222451
-3.474945,168,22.876037
-4.055439,168,23.520462
-4.405106,168,24.168802
-3.563006,168,24.8131
-3.864706,168,25.473504
-3.282024,168,26.133299
-3.427141,168,26.786175
-3.626304,168,27.429989
-2.340986,168,28.075824
-2.986971,168,28.72116
-3.16368,168,29.378839
-3.249611,168,30.046999
-2.552791,168,30.693396
-2.954691,168,31.338556
-3.041325,168,31.982812
-3.195527,168,32.628633
-2.950413,168,33.288645
-1.536096,168,33.941695
-3.355056,168,34.587692
-3.190899,168,35.232311
-2.79538,168,35.898758
-2.607422,168,36.566613
-2.449074,168,37.260866
-2.15898,168,37.926292
-3.288989,168,38.57359
-2.346215,168,39.223478
-0.83461,168,41.395297
-2.658766,168,42.053517
-3.086106,168,42.713088
-3.080387,168,43.360746
-3.274805,168,44.01
-2.100699,168,44.658732
-3.067612,168,45.3245
-2.498344,168,46.000403
-2.409882,168,46.654874
-2.338159,168,47.304531
-2.366659,168,47.953889
-2.33294,168,48.612503
-2.287111,168,49.268233
-1.975261,168,49.929192
-1.697901,168,50.576993
-2.490584,168,51.230655
-2.840519,168,51.878166
-2.337506,168,52.54012
-2.109567,168,53.190235
-2.716551,168,53.850197
-2.30552,168,54.522327
-2.110458,168,55.16584
-2.924438,168,55.812887
-2.140802,168,56.503584
-2.732115,168,57.153696
-1.932758,168,57.824993
-1.104975,168,58.486788
-3.321608,168,59.136964
-1.94269,168,59.789307
-2.366574,168,60.439187
-2.589611,168,62.596859
-1.952153,168,63.245496
-2.628364,168,63.90719
-1.564906,168,64.561996
-2.665051,168,65.217774
-2.214555,168,65.87546
-1.50233,168,66.552003
-1.918444,168,67.199514
-2.520711,168,67.847672
-1.939149,168,68.490794
-2.079571,168,69.172014
-1.908454,168,69.822448
-1.972115,168,70.485598
-2.533346,168,71.137823
-1.052103,168,71.786512
-2.343941,168,72.431504
-1.602387,168,73.077191
-3.260964,168,73.736415
-2.416126,168,74.40495
-1.638126,168,75.059196
-2.197053,168,75.711921
-1.332616,168,76.37902
-2.610007,168,77.030366
-2.552316,168,77.685544
-2.719048,168,78.340829
-2.46813,168,78.983398
-2.25422,168,79.628479
-1.532695,168,80.276613
-2.29268,168,80.923507
-0.826505,168,81.586772
-1.320283,168,83.737585
-2.465472,168,84.391927
-2.114078,168,85.069404
-2.235832,168,85.743756
-2.290931,168,86.412528
-2.250079,168,87.073569
-2.16341,168,87.721264
-2.551906,168,88.366313
-1.889126,168,89.133567
-1.952446,168,89.782349
-2.286498,168,90.440705
-1.585731,168,91.115387
-2.21584,168,91.757261
-1.962832,168,92.407567
-2.679743,168,93.092319
-1.52706,168,93.73717
-1.53498,168,94.424155
-1.046125,168,95.085764
-1.927027,168,95.726736
-2.061455,168,96.386774
-1.942848,168,97.044589
-2.233122,168,97.69031
-1.315276,168,98.349666
-2.064897,168,98.996928
-1.69909,168,99.644467
-2.469452,168,100.290525
-2.021927,168,100.946965
-1.908112,168,101.606478
-1.83045,168,102.27347
-1.803354,168,104.443898
-1.799315,168,105.105383
-2.64502,168,105.781204
-2.539176,168,106.451189
-1.43651,168,107.131193
-1.698992,168,107.780526
-2.070779,168,108.454659
-2.55578,168,109.108063
-2.608784,168,109.755407
-2.247243,168,110.421585
-1.649531,168,111.075802
-1.568915,168,111.732876
-1.803496,168,112.387644
-1.866227,168,113.036088
-2.423794,168,113.711317
-1.765679,168,114.389065
-1.132449,168,115.04295
-2.066669,168,115.688573
-1.764373,168,116.334015
-2.18326,168,116.992428
-1.408775,168,117.655357
-1.878411,168,118.318256
-1.862671,168,118.974018
-2.350319,168,119.639672
-1.186462,168,120.28911
-1.048057,168,120.938644
-1.644502,168,121.589082
-0.898613,168,122.247183
-1.786845,168,122.90541
-1.41823,168,123.552331
