timestamp,temperature_2m_c,wind_speed_10m_mps,precipitation_mm,cloud_cover_percent,wave_height_m,sea_level_height_msl,ocean_current_velocity_kmh
2024-01-01T00:00:00Z,6.8,5.34,0.0,65.0,0.38,-1.1,2.7
2024-01-01T01:00:00Z,6.9,5.51,0.0,74.0,0.4,-0.93,1.8
2024-01-01T02:00:00Z,6.9,5.48,0.0,63.0,0.4,-0.48,2.3
2024-01-01T03:00:00Z,6.9,5.3,0.0,44.0,0.42,0.17,3.7
2024-01-01T04:00:00Z,7.0,4.98,0.0,20.0,0.38,0.79,4.4
2024-01-01T05:00:00Z,7.0,4.75,0.0,22.0,0.32,1.21,4.0
2024-01-01T06:00:00Z,7.1,4.61,0.0,9.0,0.28,1.42,2.6
2024-01-01T07:00:00Z,7.1,4.4,0.0,13.0,0.26,1.39,1.2
2024-01-01T08:00:00Z,7.1,4.2,0.0,10.0,0.24,1.11,0.8
2024-01-01T09:00:00Z,7.2,3.83,0.0,10.0,0.22,0.61,2.4
2024-01-01T10:00:00Z,7.1,3.75,0.0,6.0,0.22,0.03,3.5
2024-01-01T11:00:00Z,7.2,3.72,0.0,4.0,0.2,-0.46,3.8
2024-01-01T12:00:00Z,7.2,3.61,0.0,3.0,0.2,-0.76,2.8
2024-01-01T13:00:00Z,7.3,3.61,0.0,3.0,0.2,-0.84,1.7
2024-01-01T14:00:00Z,7.3,3.61,0.0,1.0,0.18,-0.68,0.8
2024-01-01T15:00:00Z,7.3,3.56,0.0,2.0,0.18,-0.28,2.2
2024-01-01T16:00:00Z,7.4,3.11,0.0,0.0,0.16,0.19,3.4
2024-01-01T17:00:00Z,7.4,2.52,0.0,1.0,0.16,0.51,3.6
2024-01-01T18:00:00Z,7.5,2.48,0.0,0.0,0.14,0.66,2.7
2024-01-01T19:00:00Z,7.5,2.55,0.0,23.0,0.14,0.65,1.5
2024-01-01T20:00:00Z,7.6,2.64,0.0,73.0,0.14,0.46,0.6
2024-01-01T21:00:00Z,7.7,2.42,0.0,82.0,0.14,0.09,1.1
2024-01-01T22:00:00Z,7.9,1.77,0.0,2.0,0.14,-0.36,2.2
2024-01-01T23:00:00Z,8.0,2.4,0.0,75.0,0.14,-0.75,2.4
2024-01-02T00:00:00Z,8.1,3.42,0.0,96.0,0.14,-0.93,1.9
2024-01-02T01:00:00Z,8.3,3.94,0.0,27.0,0.14,-0.87,0.9
2024-01-02T02:00:00Z,8.3,3.48,0.0,0.0,0.12,-0.58,1.9
2024-01-02T03:00:00Z,8.3,2.79,0.0,2.0,0.12,-0.06,3.3
2024-01-02T04:00:00Z,8.4,3.1,0.0,7.0,0.12,0.58,4.7
2024-01-02T05:00:00Z,8.5,3.42,0.0,2.0,0.12,1.12,5.0
2024-01-02T06:00:00Z,8.8,3.18,0.0,23.0,0.12,1.42,4.1
2024-01-02T07:00:00Z,8.9,3.86,0.0,100.0,0.12,1.53,2.7
2024-01-02T08:00:00Z,8.9,4.6,0.0,100.0,0.12,1.42,1.3
2024-01-02T09:00:00Z,8.9,4.83,0.0,100.0,0.12,1.11,0.4
2024-01-02T10:00:00Z,8.7,4.03,0.0,100.0,0.2,0.62,1.8
2024-01-02T11:00:00Z,8.6,4.9,0.0,100.0,0.26,0.11,2.8
2024-01-02T12:00:00Z,8.4,6.23,0.0,100.0,0.34,-0.28,2.7
2024-01-02T13:00:00Z,8.2,7.16,0.0,100.0,0.36,-0.47,2.0
2024-01-02T14:00:00Z,8.1,7.47,0.1,100.0,0.4,-0.44,1.0
2024-01-02T15:00:00Z,7.9,7.31,0.4,100.0,0.42,-0.2,1.4
2024-01-02T16:00:00Z,7.6,7.24,0.4,100.0,0.42,0.22,2.6
2024-01-02T17:00:00Z,7.4,7.31,0.5,100.0,0.42,0.62,3.3
2024-01-02T18:00:00Z,7.3,7.17,0.4,100.0,0.42,0.87,3.1
2024-01-02T19:00:00Z,7.0,7.84,0.4,98.0,0.46,0.94,1.8
2024-01-02T20:00:00Z,6.4,9.18,0.2,100.0,0.48,0.88,0.6
2024-01-02T21:00:00Z,5.9,9.18,0.1,99.0,0.52,0.66,0.7
2024-01-02T22:00:00Z,5.4,8.38,0.0,96.0,0.56,0.28,1.9
2024-01-02T23:00:00Z,5.2,9.15,0.0,100.0,0.58,-0.14,2.9
2024-01-03T00:00:00Z,5.2,9.84,0.0,100.0,0.62,-0.46,3.0
2024-01-03T01:00:00Z,5.2,9.63,0.0,100.0,0.6,-0.59,2.2
2024-01-03T02:00:00Z,5.3,9.27,0.0,100.0,0.6,-0.51,1.3
2024-01-03T03:00:00Z,5.3,9.06,0.0,95.0,0.58,-0.24,1.7
2024-01-03T04:00:00Z,5.4,8.91,0.0,100.0,0.56,0.22,2.8
2024-01-03T05:00:00Z,5.5,8.56,0.0,99.0,0.54,0.74,3.8
2024-01-03T06:00:00Z,5.7,8.49,0.0,100.0,0.52,1.11,3.8
2024-01-03T07:00:00Z,5.9,8.23,0.0,100.0,0.5,1.27,2.9
2024-01-03T08:00:00Z,6.3,7.92,0.0,64.0,0.5,1.27,1.6
2024-01-03T09:00:00Z,6.5,7.85,0.0,15.0,0.48,1.12,0.5
2024-01-03T10:00:00Z,6.5,7.11,0.0,26.0,0.5,0.78,1.1
2024-01-03T11:00:00Z,6.3,6.87,0.0,24.0,0.5,0.32,2.2
2024-01-03T12:00:00Z,6.0,6.58,0.0,46.0,0.52,-0.14,2.8
2024-01-03T13:00:00Z,5.8,6.16,0.0,50.0,0.46,-0.45,2.4
2024-01-03T14:00:00Z,5.5,5.61,0.0,46.0,0.42,-0.56,1.5
2024-01-03T15:00:00Z,5.3,5.12,0.0,38.0,0.36,-0.5,0.6
2024-01-03T16:00:00Z,5.2,4.46,0.0,34.0,0.32,-0.25,1.3
2024-01-03T17:00:00Z,5.0,3.67,0.0,2.0,0.28,0.14,2.5
2024-01-03T18:00:00Z,4.9,2.94,0.0,0.0,0.24,0.48,3.1
2024-01-03T19:00:00Z,4.8,2.19,0.0,0.0,0.22,0.66,2.5
2024-01-03T20:00:00Z,4.7,1.5,0.0,0.0,0.2,0.71,1.5
2024-01-03T21:00:00Z,4.7,0.85,0.0,0.0,0.18,0.66,0.4
2024-01-03T22:00:00Z,5.0,0.41,0.0,13.0,0.16,0.46,0.9
2024-01-03T23:00:00Z,5.1,0.72,0.0,13.0,0.16,0.12,2.2
2024-01-04T00:00:00Z,5.3,1.3,0.0,72.0,0.14,-0.25,2.8
2024-01-04T01:00:00Z,5.6,1.61,0.0,72.0,0.14,-0.5,2.7
2024-01-04T02:00:00Z,6.0,2.12,0.0,0.0,0.14,-0.58,1.9
2024-01-04T03:00:00Z,6.3,2.8,0.0,0.0,0.14,-0.49,1.0
2024-01-04T04:00:00Z,6.6,3.4,0.0,0.0,0.14,-0.23,1.0
2024-01-04T05:00:00Z,7.0,3.6,0.0,0.0,0.12,0.17,2.0
2024-01-04T06:00:00Z,7.4,4.1,0.0,0.0,0.12,0.57,2.7
2024-01-04T07:00:00Z,7.8,4.61,0.0,0.0,0.12,0.83,2.7
2024-01-04T08:00:00Z,8.1,5.52,0.0,0.0,0.14,0.91,1.9
2024-01-04T09:00:00Z,8.4,6.59,0.0,0.0,0.14,0.87,1.0
2024-01-04T10:00:00Z,8.8,6.67,0.0,0.0,0.22,0.7,1.3
2024-01-04T11:00:00Z,9.0,7.6,0.0,0.0,0.3,0.36,2.3
2024-01-04T12:00:00Z,9.2,8.41,0.0,0.0,0.38,-0.07,3.1
2024-01-04T13:00:00Z,9.3,8.64,0.0,0.0,0.4,-0.46,3.5
2024-01-04T14:00:00Z,9.5,8.67,0.0,0.0,0.44,-0.71,2.9
2024-01-04T15:00:00Z,9.6,8.46,0.0,0.0,0.46,-0.8,2.1
2024-01-04T16:00:00Z,9.7,8.42,0.0,0.0,0.46,-0.74,1.0
2024-01-04T17:00:00Z,9.7,8.3,0.0,0.0,0.46,-0.49,0.8
2024-01-04T18:00:00Z,9.7,8.0,0.0,13.0,0.46,-0.12,1.7
2024-01-04T19:00:00Z,9.8,7.4,0.0,32.0,0.42,0.2,2.1
2024-01-04T20:00:00Z,9.8,7.13,0.0,15.0,0.38,0.39,1.8
2024-01-04T21:00:00Z,9.9,6.61,0.0,9.0,0.34,0.49,1.3
2024-01-04T22:00:00Z,9.9,5.76,0.0,30.0,0.3,0.5,1.2
2024-01-04T23:00:00Z,9.8,4.56,0.0,27.0,0.28,0.38,1.9
2024-01-05T00:00:00Z,9.7,5.41,0.0,61.0,0.24,0.12,2.8
2024-01-05T01:00:00Z,9.5,4.52,0.1,41.0,0.2,-0.17,3.2
2024-01-05T02:00:00Z,9.3,3.98,0.0,13.0,0.18,-0.37,3.1
2024-01-05T03:00:00Z,9.1,4.8,0.0,7.0,0.14,-0.43,2.3
2024-01-05T04:00:00Z,9.1,5.16,0.0,13.0,0.14,-0.36,1.4
2024-01-05T05:00:00Z,9.2,4.62,0.0,14.0,0.12,-0.15,0.4
2024-01-05T06:00:00Z,9.4,3.86,0.0,14.0,0.12,0.19,0.9
2024-01-05T07:00:00Z,9.7,2.83,0.0,14.0,0.12,0.54,1.8
2024-01-05T08:00:00Z,9.9,2.28,0.0,18.0,0.12,0.75,1.9
2024-01-05T09:00:00Z,9.9,2.37,0.0,16.0,0.12,0.83,1.2
2024-01-05T10:00:00Z,9.6,2.69,0.0,9.0,0.12,0.82,0.6
2024-01-05T11:00:00Z,9.4,2.86,0.0,3.0,0.1,0.68,0.6
2024-01-05T12:00:00Z,9.2,2.69,0.0,6.0,0.1,0.38,1.5
2024-01-05T13:00:00Z,9.1,3.11,0.0,10.0,0.1,0.0,2.2
2024-01-05T14:00:00Z,9.1,3.66,0.0,4.0,0.08,-0.35,2.2
2024-01-05T15:00:00Z,9.0,3.7,0.0,2.0,0.08,-0.57,1.7
2024-01-05T16:00:00Z,8.9,3.36,0.0,0.0,0.08,-0.63,0.8
2024-01-05T17:00:00Z,8.8,2.83,0.0,0.0,0.06,-0.54,0.5
2024-01-05T18:00:00Z,8.8,2.51,0.0,0.0,0.06,-0.26,1.6
2024-01-05T19:00:00Z,8.8,2.62,0.0,0.0,0.08,0.13,2.7
2024-01-05T20:00:00Z,8.8,3.31,0.0,4.0,0.08,0.48,3.1
2024-01-05T21:00:00Z,8.8,4.34,0.0,0.0,0.1,0.71,2.5
2024-01-05T22:00:00Z,8.6,4.54,0.0,2.0,0.14,0.88,2.0
2024-01-05T23:00:00Z,8.5,4.91,0.0,34.0,0.18,0.94,1.1
2024-01-06T00:00:00Z,8.4,4.8,0.0,81.0,0.22,0.83,0.4
2024-01-06T01:00:00Z,8.4,4.3,0.0,73.0,0.22,0.57,1.2
2024-01-06T02:00:00Z,8.4,3.7,0.0,55.0,0.24,0.25,2.0
2024-01-06T03:00:00Z,8.4,3.23,0.0,18.0,0.24,0.01,2.1
2024-01-06T04:00:00Z,8.3,3.26,0.0,10.0,0.24,-0.13,1.7
2024-01-06T05:00:00Z,8.3,3.58,0.0,4.0,0.24,-0.15,1.2
2024-01-06T06:00:00Z,8.4,3.73,0.0,1.0,0.24,-0.03,1.0
2024-01-06T07:00:00Z,8.5,3.92,0.0,1.0,0.24,0.23,1.5
2024-01-06T08:00:00Z,8.5,4.15,0.0,1.0,0.26,0.5,2.2
2024-01-06T09:00:00Z,8.5,4.53,0.0,0.0,0.26,0.66,2.0
2024-01-06T10:00:00Z,8.3,4.79,0.0,1.0,0.28,0.73,1.4
2024-01-06T11:00:00Z,8.4,5.74,0.0,11.0,0.3,0.74,0.5
2024-01-06T12:00:00Z,8.3,5.83,0.0,2.0,0.32,0.6,0.4
2024-01-06T13:00:00Z,8.3,5.85,0.0,0.0,0.34,0.29,1.5
2024-01-06T14:00:00Z,8.2,5.91,0.0,0.0,0.34,-0.11,2.4
2024-01-06T15:00:00Z,8.1,5.99,0.0,0.0,0.36,-0.48,2.7
2024-01-06T16:00:00Z,7.9,6.1,0.0,6.0,0.38,-0.7,2.2
2024-01-06T17:00:00Z,7.6,6.07,0.0,13.0,0.38,-0.78,1.4
2024-01-06T18:00:00Z,7.4,6.13,0.0,22.0,0.4,-0.67,1.1
2024-01-06T19:00:00Z,7.2,6.4,0.0,24.0,0.42,-0.36,1.9
2024-01-06T20:00:00Z,7.0,6.8,0.0,22.0,0.42,0.07,3.0
2024-01-06T21:00:00Z,6.9,6.91,0.0,29.0,0.44,0.47,3.6
2024-01-06T22:00:00Z,7.0,6.97,0.0,14.0,0.46,0.79,3.4
2024-01-06T23:00:00Z,7.0,7.28,0.0,39.0,0.46,1.04,2.9
2024-01-07T00:00:00Z,7.0,7.26,0.0,43.0,0.48,1.15,2.0
2024-01-07T01:00:00Z,7.0,7.03,0.0,33.0,0.48,1.04,0.9
2024-01-07T02:00:00Z,7.0,6.62,0.0,28.0,0.48,0.75,1.0
2024-01-07T03:00:00Z,6.9,6.83,0.0,22.0,0.48,0.39,1.8
2024-01-07T04:00:00Z,6.7,6.92,0.0,3.0,0.48,0.08,1.9
2024-01-07T05:00:00Z,6.6,7.1,0.0,7.0,0.48,-0.12,1.7
2024-01-07T06:00:00Z,6.4,7.31,0.0,5.0,0.48,-0.21,1.2
2024-01-07T07:00:00Z,6.3,7.6,0.0,0.0,0.5,-0.13,0.9
2024-01-07T08:00:00Z,6.1,7.88,0.0,0.0,0.5,0.11,1.5
2024-01-07T09:00:00Z,5.9,8.03,0.0,0.0,0.52,0.37,2.4
2024-01-07T10:00:00Z,5.9,7.52,0.0,0.0,0.52,0.57,2.3
2024-01-07T11:00:00Z,5.8,7.29,0.0,1.0,0.54,0.71,1.8
2024-01-07T12:00:00Z,5.8,6.89,0.0,0.0,0.54,0.77,1.1
2024-01-07T13:00:00Z,5.8,6.36,0.0,0.0,0.58,0.65,0.2
2024-01-07T14:00:00Z,5.8,6.28,0.0,75.0,0.6,0.34,1.1
2024-01-07T15:00:00Z,6.0,5.74,0.0,92.0,0.64,-0.08,2.1
2024-01-07T16:00:00Z,6.1,5.02,0.0,88.0,0.56,-0.46,2.4
2024-01-07T17:00:00Z,6.2,4.53,0.0,90.0,0.48,-0.71,2.1
2024-01-07T18:00:00Z,6.3,4.47,0.0,29.0,0.4,-0.8,1.2
2024-01-07T19:00:00Z,6.4,4.43,0.0,65.0,0.36,-0.71,0.7
2024-01-07T20:00:00Z,6.6,4.54,0.0,93.0,0.34,-0.37,1.7
2024-01-07T21:00:00Z,6.9,4.51,0.0,95.0,0.3,0.09,3.1
2024-01-07T22:00:00Z,6.8,4.2,0.0,97.0,0.28,0.54,3.8
2024-01-07T23:00:00Z,7.1,3.91,0.0,100.0,0.26,0.93,3.4
2024-01-08T00:00:00Z,7.4,4.61,0.0,100.0,0.24,1.22,2.7
2024-01-08T01:00:00Z,7.8,5.38,0.0,100.0,0.24,1.32,1.7
2024-01-08T02:00:00Z,8.1,5.46,0.0,91.0,0.22,1.16,0.2
2024-01-08T03:00:00Z,8.5,5.06,0.0,54.0,0.22,0.79,1.5
2024-01-08T04:00:00Z,8.8,4.49,0.0,84.0,0.22,0.34,2.7
2024-01-08T05:00:00Z,9.1,3.94,0.0,96.0,0.2,-0.06,3.1
2024-01-08T06:00:00Z,9.3,3.96,0.0,100.0,0.2,-0.36,2.9
2024-01-08T07:00:00Z,9.5,4.53,0.0,100.0,0.2,-0.52,2.0
2024-01-08T08:00:00Z,9.5,4.47,0.0,100.0,0.18,-0.46,0.7
2024-01-08T09:00:00Z,9.5,4.46,0.0,100.0,0.18,-0.2,0.7
2024-01-08T10:00:00Z,9.4,4.24,0.0,100.0,0.18,0.11,1.9
2024-01-08T11:00:00Z,9.5,4.32,0.0,100.0,0.18,0.37,2.1
2024-01-08T12:00:00Z,9.6,4.26,0.0,98.0,0.18,0.57,1.7
2024-01-08T13:00:00Z,9.7,4.38,0.0,93.0,0.18,0.64,1.0
2024-01-08T14:00:00Z,9.8,4.25,0.0,91.0,0.18,0.48,1.0
2024-01-08T15:00:00Z,9.9,4.15,0.0,89.0,0.18,0.09,2.2
2024-01-08T16:00:00Z,10.0,4.34,0.0,95.0,0.16,-0.39,3.1
2024-01-08T17:00:00Z,10.0,4.4,0.0,95.0,0.16,-0.8,3.4
2024-01-08T18:00:00Z,10.1,4.26,0.0,91.0,0.14,-1.07,3.1
2024-01-08T19:00:00Z,10.0,4.05,0.0,89.0,0.14,-1.14,2.0
2024-01-08T20:00:00Z,10.0,3.58,0.0,89.0,0.12,-0.98,0.6
2024-01-08T21:00:00Z,9.9,3.11,0.0,98.0,0.12,-0.55,1.5
2024-01-08T22:00:00Z,9.5,2.58,0.0,86.0,0.12,0.04,3.1
2024-01-08T23:00:00Z,9.4,2.8,0.0,71.0,0.12,0.61,3.8
2024-01-09T00:00:00Z,9.2,3.29,0.0,71.0,0.12,1.1,3.6
2024-01-09T01:00:00Z,9.1,3.32,0.0,65.0,0.12,1.45,2.7
2024-01-09T02:00:00Z,8.9,4.05,0.0,50.0,0.12,1.54,1.3
2024-01-09T03:00:00Z,8.7,3.71,0.0,27.0,0.12,1.32,0.5
2024-01-09T04:00:00Z,8.6,3.91,0.0,11.0,0.16,0.87,2.3
2024-01-09T05:00:00Z,8.8,3.96,0.0,21.0,0.18,0.36,3.6
2024-01-09T06:00:00Z,8.9,3.13,0.0,22.0,0.22,-0.1,4.1
2024-01-09T07:00:00Z,9.1,3.01,0.0,22.0,0.24,-0.44,3.8
2024-01-09T08:00:00Z,9.3,3.28,0.0,26.0,0.24,-0.6,2.9
2024-01-09T09:00:00Z,9.5,3.71,0.0,17.0,0.26,-0.5,1.1
2024-01-09T10:00:00Z,10.4,3.94,0.0,31.0,0.26,-0.18,0.9
2024-01-09T11:00:00Z,10.6,4.05,0.0,30.0,0.28,0.21,2.2
2024-01-09T12:00:00Z,10.4,4.74,0.0,40.0,0.28,0.56,2.3
2024-01-09T13:00:00Z,10.2,5.28,0.0,40.0,0.32,0.81,1.8
2024-01-09T14:00:00Z,9.8,5.47,0.0,61.0,0.34,0.88,0.9
2024-01-09T15:00:00Z,9.5,6.23,0.0,86.0,0.38,0.67,0.6
2024-01-09T16:00:00Z,9.2,8.08,0.0,98.0,0.42,0.24,1.9
2024-01-09T17:00:00Z,8.5,9.39,0.0,93.0,0.46,-0.27,2.8
2024-01-09T18:00:00Z,7.9,9.63,0.0,71.0,0.5,-0.71,3.0
2024-01-09T19:00:00Z,7.5,9.73,0.0,44.0,0.64,-0.99,2.6
2024-01-09T20:00:00Z,7.2,9.84,0.0,31.0,0.76,-1.05,1.7
2024-01-09T21:00:00Z,6.8,10.32,0.0,42.0,0.9,-0.82,1.6
2024-01-09T22:00:00Z,6.0,10.41,0.0,30.0,0.88,-0.28,3.2
2024-01-09T23:00:00Z,5.8,10.4,0.0,71.0,0.84,0.41,4.7
2024-01-10T00:00:00Z,5.5,10.46,0.0,91.0,0.82,1.07,5.2
2024-01-10T01:00:00Z,5.4,10.59,0.0,33.0,0.8,1.61,4.7
2024-01-10T02:00:00Z,5.5,10.28,0.0,25.0,0.76,1.95,3.4
2024-01-10T03:00:00Z,5.6,10.4,0.0,24.0,0.74,1.96,1.6
2024-01-10T04:00:00Z,5.9,10.36,0.0,41.0,0.74,1.63,0.5
2024-01-10T05:00:00Z,6.3,10.37,0.0,66.0,0.72,1.07,2.2
2024-01-10T06:00:00Z,6.6,10.41,0.0,80.0,0.72,0.45,3.5
2024-01-10T07:00:00Z,6.7,10.47,0.0,89.0,0.7,-0.08,3.6
2024-01-10T08:00:00Z,6.7,9.98,0.0,75.0,0.68,-0.47,3.3
2024-01-10T09:00:00Z,6.5,9.51,0.0,85.0,0.66,-0.63,2.2
2024-01-10T10:00:00Z,6.5,8.51,0.0,74.0,0.62,-0.45,0.7
2024-01-10T11:00:00Z,6.2,7.89,0.0,58.0,0.56,-0.02,2.2
2024-01-10T12:00:00Z,5.9,7.22,0.0,16.0,0.52,0.46,3.4
2024-01-10T13:00:00Z,5.6,6.77,0.0,0.0,0.48,0.86,3.3
2024-01-10T14:00:00Z,5.3,6.56,0.0,0.0,0.46,1.1,2.4
2024-01-10T15:00:00Z,5.1,6.08,0.0,2.0,0.42,1.08,1.0
2024-01-10T16:00:00Z,5.0,5.58,0.0,5.0,0.38,0.75,0.9
2024-01-10T17:00:00Z,4.8,4.88,0.0,3.0,0.36,0.19,2.7
2024-01-10T18:00:00Z,4.7,4.4,0.0,5.0,0.32,-0.42,3.8
2024-01-10T19:00:00Z,4.6,4.18,0.0,3.0,0.3,-0.92,4.0
2024-01-10T20:00:00Z,4.5,4.02,0.0,53.0,0.26,-1.23,3.4
2024-01-10T21:00:00Z,4.4,3.89,0.0,39.0,0.24,-1.27,2.1
2024-01-10T22:00:00Z,4.7,3.67,0.0,23.0,0.22,-0.96,1.1
2024-01-10T23:00:00Z,4.6,3.16,0.0,5.0,0.22,-0.31,3.0
2024-01-11T00:00:00Z,4.7,3.0,0.0,14.0,0.2,0.49,4.9
2024-01-11T01:00:00Z,4.9,3.16,0.0,16.0,0.18,1.21,5.2
2024-01-11T02:00:00Z,5.1,3.51,0.0,0.0,0.18,1.76,4.5
2024-01-11T03:00:00Z,5.2,3.79,0.0,0.0,0.16,2.02,2.7
2024-01-11T04:00:00Z,5.4,3.88,0.0,0.0,0.16,1.9,0.6
2024-01-11T05:00:00Z,5.7,3.64,0.0,0.0,0.14,1.43,1.8
2024-01-11T06:00:00Z,6.0,3.01,0.0,0.0,0.14,0.75,4.0
2024-01-11T07:00:00Z,6.3,2.22,0.0,0.0,0.14,0.05,5.1
2024-01-11T08:00:00Z,6.7,1.66,0.0,0.0,0.14,-0.55,5.2
2024-01-11T09:00:00Z,7.2,2.3,0.0,0.0,0.14,-0.96,4.5
2024-01-11T10:00:00Z,8.0,3.0,0.0,0.0,0.14,-1.06,2.9
2024-01-11T11:00:00Z,8.4,4.06,0.0,0.0,0.14,-0.78,0.6
2024-01-11T12:00:00Z,8.6,4.94,0.0,0.0,0.14,-0.25,1.8
2024-01-11T13:00:00Z,8.8,5.8,0.0,0.0,0.18,0.3,3.0
2024-01-11T14:00:00Z,8.8,6.4,0.0,0.0,0.22,0.71,2.7
2024-01-11T15:00:00Z,8.8,6.82,0.0,0.0,0.26,0.91,1.8
2024-01-11T16:00:00Z,8.8,6.76,0.0,0.0,0.26,0.8,1.1
2024-01-11T17:00:00Z,8.8,6.3,0.0,0.0,0.26,0.39,2.3
2024-01-11T18:00:00Z,8.9,5.63,0.0,0.0,0.26,-0.23,4.0
2024-01-11T19:00:00Z,9.0,4.66,0.0,0.0,0.24,-0.85,4.9
2024-01-11T20:00:00Z,9.1,3.96,0.0,0.0,0.24,-1.32,4.9
2024-01-11T21:00:00Z,9.2,3.54,0.0,0.0,0.22,-1.57,3.8
2024-01-11T22:00:00Z,9.3,3.26,0.0,0.0,0.2,-1.51,2.1
2024-01-11T23:00:00Z,9.3,3.34,0.0,0.0,0.2,-1.03,0.9
2024-01-12T00:00:00Z,9.3,3.41,0.0,0.0,0.18,-0.21,3.4
2024-01-12T01:00:00Z,9.3,3.61,0.0,0.0,0.16,0.7,5.1
2024-01-12T02:00:00Z,9.2,3.72,0.0,0.0,0.16,1.47,5.1
2024-01-12T03:00:00Z,9.1,3.67,0.0,0.0,0.14,1.98,3.8
2024-01-12T04:00:00Z,9.2,3.23,0.0,0.0,0.12,2.16,1.9
2024-01-12T05:00:00Z,9.4,2.6,0.0,0.0,0.12,1.94,0.6
2024-01-12T06:00:00Z,9.7,1.87,0.0,0.0,0.1,1.38,2.9
2024-01-12T07:00:00Z,9.9,1.57,0.0,0.0,0.1,0.66,4.7
2024-01-12T08:00:00Z,10.0,1.27,0.0,0.0,0.1,-0.06,5.6
2024-01-12T09:00:00Z,10.1,1.17,0.0,0.0,0.1,-0.63,5.4
2024-01-12T10:00:00Z,10.3,1.58,0.0,0.0,0.1,-0.97,4.2
2024-01-12T11:00:00Z,10.4,1.65,0.0,0.0,0.1,-0.95,2.1
2024-01-12T12:00:00Z,10.3,1.71,0.0,0.0,0.1,-0.53,0.7
2024-01-12T13:00:00Z,10.2,2.11,0.0,0.0,0.1,0.09,2.9
2024-01-12T14:00:00Z,10.1,2.51,0.0,0.0,0.08,0.67,3.6
2024-01-12T15:00:00Z,10.0,2.93,0.0,0.0,0.08,1.06,3.0
2024-01-12T16:00:00Z,10.0,3.08,0.0,0.0,0.08,1.18,1.6
2024-01-12T17:00:00Z,9.9,2.47,0.0,0.0,0.06,0.97,0.9
2024-01-12T18:00:00Z,9.8,1.7,0.0,0.0,0.06,0.46,2.7
2024-01-12T19:00:00Z,9.9,0.54,0.0,0.0,0.06,-0.2,4.3
2024-01-12T20:00:00Z,10.1,1.36,0.0,0.0,0.04,-0.85,5.3
2024-01-12T21:00:00Z,9.7,2.42,0.0,0.0,0.04,-1.33,4.9
2024-01-12T22:00:00Z,9.6,2.34,0.0,0.0,0.04,-1.55,3.8
2024-01-12T23:00:00Z,9.6,2.55,0.0,0.0,0.04,-1.4,1.8
2024-01-13T00:00:00Z,9.7,2.62,0.0,0.0,0.04,-0.81,1.9
2024-01-13T01:00:00Z,9.7,2.94,0.0,0.0,0.04,0.09,4.4
2024-01-13T02:00:00Z,9.8,2.9,0.0,0.0,0.04,1.01,5.8
2024-01-13T03:00:00Z,9.9,2.8,0.0,0.0,0.04,1.72,5.4
2024-01-13T04:00:00Z,10.0,2.8,0.0,0.0,0.04,2.15,3.8
2024-01-13T05:00:00Z,10.1,3.0,0.0,0.0,0.04,2.19,1.5
2024-01-13T06:00:00Z,10.3,3.4,0.0,0.0,0.04,1.84,1.1
2024-01-13T07:00:00Z,10.4,3.82,0.0,0.0,0.06,1.17,3.2
2024-01-13T08:00:00Z,10.5,4.34,0.0,0.0,0.06,0.38,4.9
2024-01-13T09:00:00Z,10.5,4.81,0.0,0.0,0.08,-0.36,5.6
2024-01-13T10:00:00Z,10.6,5.01,0.0,0.0,0.16,-0.91,5.1
2024-01-13T11:00:00Z,10.7,5.72,0.0,0.0,0.24,-1.18,3.6
2024-01-13T12:00:00Z,10.7,6.22,0.0,0.0,0.32,-1.03,1.1
2024-01-13T13:00:00Z,10.8,6.68,0.0,0.0,0.34,-0.5,1.7
2024-01-13T14:00:00Z,10.9,7.07,0.0,0.0,0.36,0.17,3.6
2024-01-13T15:00:00Z,10.9,7.34,0.0,0.0,0.38,0.71,4.0
2024-01-13T16:00:00Z,10.9,7.58,0.0,0.0,0.4,1.03,3.1
2024-01-13T17:00:00Z,11.0,7.37,0.0,0.0,0.4,1.05,1.5
2024-01-13T18:00:00Z,11.0,7.13,0.0,0.0,0.42,0.75,1.7
2024-01-13T19:00:00Z,10.9,7.16,0.0,0.0,0.44,0.17,3.4
2024-01-13T20:00:00Z,10.9,7.6,0.0,0.0,0.44,-0.53,4.7
2024-01-13T21:00:00Z,10.9,7.85,0.0,0.0,0.46,-1.16,5.2
2024-01-13T22:00:00Z,11.0,8.11,0.0,0.0,0.48,-1.58,4.7
2024-01-13T23:00:00Z,11.1,8.5,0.0,0.0,0.48,-1.71,3.1
2024-01-14T00:00:00Z,11.2,8.7,0.0,0.0,0.5,-1.43,0.6
2024-01-14T01:00:00Z,11.3,8.41,0.0,0.0,0.46,-0.72,2.3
2024-01-14T02:00:00Z,11.4,7.96,0.0,0.0,0.44,0.24,4.9
2024-01-14T03:00:00Z,11.5,7.09,0.0,0.0,0.4,1.13,5.8
2024-01-14T04:00:00Z,11.7,6.22,0.0,0.0,0.36,1.78,5.2
2024-01-14T05:00:00Z,11.7,5.43,0.0,0.0,0.34,2.1,3.2
2024-01-14T06:00:00Z,11.7,4.66,0.0,0.0,0.3,2.04,1.3
2024-01-14T07:00:00Z,11.6,3.51,0.0,0.0,0.28,1.6,2.0
