run_id,algorithm,seed,step,optimizer_updates,total_cost_cny,carbon_kg,peak_kw,projection_rate,all_business_gates_passed,model_sha256
shore-bess-v8-sac-pilot-20260912-seed912-c12,SAC,912,10000,16000,-0.047486732933160525,-0.024090051627309813,-0.1402604012990649,0.03273809523809523,False,6161c75bde7b5f88af276becfe3007f47d1cae8d421be1f2d4901595d9543730
shore-bess-v8-sac-pilot-20260912-seed912-c12,SAC,912,20000,36000,-0.1640320835408245,-0.009307231610883865,-0.22016357351496152,0.002976190476190476,False,3d2e01fcdb61faf7e4e9b5c77cae54a55153fad90497aaec448d01599292be39
shore-bess-v8-sac-pilot-20260912-seed912-c12,SAC,912,30000,56000,0.02809654299858828,-0.03765777623408721,0.33006193498782455,0.015873015873015872,False,2c9e10fbcae76871c15160af295079423b3310bc588e2d3e23bc657eef30ec45
shore-bess-v8-sac-pilot-20260912-seed912-c12,SAC,912,40000,76000,-0.10808616812201743,-0.013640043448570172,-0.22772706240769883,0.022817460317460316,False,7c46a4af88195ba02a7dac50f70a25c9e9c6c6ce0c77f9ae691ba83e46ffb476
shore-bess-v8-sac-pilot-20260912-seed912-c12,SAC,912,50000,96000,-0.11270789807594332,-0.01145948975045239,-0.11631563855866574,0.06547619047619048,False,95f2a6c0fc9adf299c0ffa65804cee89cec783fbdf20e7a93fd6594045e7150d
shore-bess-v8-sac-pilot-20260912-seed912-c12,SAC,912,60000,116000,-0.08028725635748725,-0.014356607370129261,-0.01944354123146418,0.05059523809523809,False,030ef86d541fadd4ad49ab1f9565accef811f856c80438356b3abab03371de8b
shore-bess-v8-td3-pilot-20260912-seed912-c12,TD3,912,10000,12000,-0.1292124024209946,-0.013016149862084882,-0.38906007087294,0.061507936507936505,False,40ece24ae50c43bf2c0dd65b22ddb9157f3ad50336ad09a74851f9d19f0673b9
shore-bess-v8-td3-pilot-20260912-seed912-c12,TD3,912,20000,27000,-0.05259605682625981,-0.039035559028713133,-0.1799710381665792,0.023809523809523808,False,2254aef4b742d52ac64e86794a6902340af6348cc8c7b85e51ea7da110fb16db
shore-bess-v8-td3-pilot-20260912-seed912-c12,TD3,912,30000,42000,-0.13944601007081034,-0.016065172626858037,-0.18182783486475662,0.00496031746031746,False,4985a2d5695bf1a97f389e1b7c903a350e7835d78bebd0c8cc137908365185a7
shore-bess-v8-td3-pilot-20260912-seed912-c12,TD3,912,40000,57000,-0.14141022304258224,-0.01058871750831948,-0.1760335100099705,0.02083333333333333,False,42f8abcce76e42c717e09eeb0a2014ed169444c3146b6a2e0483695296b59cdf
shore-bess-v8-td3-pilot-20260912-seed912-c12,TD3,912,50000,72000,-0.13141521733149242,-0.011103315144821567,-0.13263225424863787,0.008928571428571428,False,ad32d3fd77a571a658786ed8697e220de5087025abba7d2652a6b25e503cf755
shore-bess-v8-td3-pilot-20260912-seed912-c12,TD3,912,60000,87000,-0.15413054107475443,-0.007368845918961368,-0.23956403766039522,0.04265873015873015,False,1b9f2bcf0e539a606402cc2c2fb4a06f61ba568689492bc15de5c944d2d18651
