timestamp,pcc_kw
2025-01-01 00:00:00,18272.714
2025-01-01 00:05:00,10045.63
2025-01-01 00:10:00,17805.957
2025-01-01 00:15:00,16256.816
2025-01-01 00:20:00,14409.528
2025-01-01 00:25:00,13486.744
2025-01-01 00:30:00,12951.103
2025-01-01 00:35:00,11641.569
2025-01-01 00:40:00,11077.772
2025-01-01 00:45:00,10112.687
2025-01-01 00:50:00,11528.141
2025-01-01 00:55:00,10775.45
2025-01-01 01:00:00,9882.488
2025-01-01 01:05:00,10557.688
2025-01-01 01:10:00,10485.096
2025-01-01 01:15:00,12308.037
2025-01-01 01:20:00,10184.291
2025-01-01 01:25:00,10493.912
2025-01-01 01:30:00,10246.626
2025-01-01 01:35:00,11429.722
2025-01-01 01:40:00,10723.146
2025-01-01 01:45:00,12052.192
2025-01-01 01:50:00,10573.647
2025-01-01 01:55:00,11981.693
2025-01-01 02:00:00,10407.661
2025-01-01 02:05:00,10664.002
2025-01-01 02:10:00,10717.657
2025-01-01 02:15:00,10555.254
2025-01-01 02:20:00,10283.524
2025-01-01 02:25:00,10550.632
2025-01-01 02:30:00,10460.523
2025-01-01 02:35:00,11180.622
2025-01-01 02:40:00,10935.528
2025-01-01 02:45:00,11120.507
2025-01-01 02:50:00,11116.424
2025-01-01 02:55:00,10704.768
2025-01-01 03:00:00,10815.65
2025-01-01 03:05:00,11744.958
2025-01-01 03:10:00,11312.995
2025-01-01 03:15:00,11339.803
2025-01-01 03:20:00,10857.634
2025-01-01 03:25:00,10768.082
2025-01-01 03:30:00,11053.741
2025-01-01 03:35:00,11188.414
2025-01-01 03:40:00,10689.125
2025-01-01 03:45:00,11447.453
2025-01-01 03:50:00,11602.112
2025-01-01 03:55:00,11469.757
2025-01-01 04:00:00,11477.514
2025-01-01 04:05:00,11458.672
2025-01-01 04:10:00,11513.718
2025-01-01 04:15:00,11642.003
2025-01-01 04:20:00,11177.924
2025-01-01 04:25:00,11826.41
2025-01-01 04:30:00,11931.572
2025-01-01 04:35:00,11686.395
2025-01-01 04:40:00,11722.836
2025-01-01 04:45:00,11379.159
2025-01-01 04:50:00,11936.513
2025-01-01 04:55:00,11588.286
2025-01-01 05:00:00,11905.87
2025-01-01 05:05:00,11687.581
2025-01-01 05:10:00,11726.31
2025-01-01 05:15:00,11536.335
2025-01-01 05:20:00,11853.24
2025-01-01 05:25:00,12637.145
2025-01-01 05:30:00,11644.652
2025-01-01 05:35:00,11707.339
2025-01-01 05:40:00,12236.322
2025-01-01 05:45:00,12273.494
2025-01-01 05:50:00,12094.342
2025-01-01 05:55:00,12596.799
2025-01-01 06:00:00,11779.031
2025-01-01 06:05:00,12372.995
2025-01-01 06:10:00,12090.586
2025-01-01 06:15:00,12055.968
2025-01-01 06:20:00,12009.152
2025-01-01 06:25:00,12258.868
2025-01-01 06:30:00,12066.779
2025-01-01 06:35:00,12107.019
2025-01-01 06:40:00,12079.448
2025-01-01 06:45:00,12370.849
2025-01-01 06:50:00,12672.41
2025-01-01 06:55:00,12505.98
2025-01-01 07:00:00,12473.801
2025-01-01 07:05:00,12545.632
2025-01-01 07:10:00,12422.072
2025-01-01 07:15:00,13096.891
2025-01-01 07:20:00,13429.385
2025-01-01 07:25:00,12725.824
2025-01-01 07:30:00,12258.183
2025-01-01 07:35:00,12621.315
2025-01-01 07:40:00,12271.145
2025-01-01 07:45:00,12684.484
2025-01-01 07:50:00,13129.396
2025-01-01 07:55:00,12336.897
2025-01-01 08:00:00,12964.144
2025-01-01 08:05:00,12141.287
2025-01-01 08:10:00,12799.215
2025-01-01 08:15:00,12579.565
2025-01-01 08:20:00,12266.961
2025-01-01 08:25:00,12888.286
2025-01-01 08:30:00,13320.467
2025-01-01 08:35:00,13217.176
2025-01-01 08:40:00,13074.959
2025-01-01 08:45:00,13677.617
2025-01-01 08:50:00,13223.474
2025-01-01 08:55:00,13316.052
2025-01-01 09:00:00,12777.022
2025-01-01 09:05:00,12666.782
2025-01-01 09:10:00,12570.474
2025-01-01 09:15:00,12896.964
2025-01-01 09:20:00,12435.791
2025-01-01 09:25:00,12723.626
2025-01-01 09:30:00,12824.296
2025-01-01 09:35:00,13068.615
2025-01-01 09:40:00,13005.869
2025-01-01 09:45:00,12585.485
2025-01-01 09:50:00,12879.652
2025-01-01 09:55:00,12873.526
2025-01-01 10:00:00,12782.321
2025-01-01 10:05:00,12816.124
2025-01-01 10:10:00,13295.801
2025-01-01 10:15:00,12977.265
2025-01-01 10:20:00,12805.675
2025-01-01 10:25:00,12962.786
2025-01-01 10:30:00,13065.22
2025-01-01 10:35:00,12840.898
2025-01-01 10:40:00,13027.206
2025-01-01 10:45:00,12707.183
2025-01-01 10:50:00,13078.734
2025-01-01 10:55:00,13251.363
2025-01-01 11:00:00,12593.365
2025-01-01 11:05:00,13115.533
2025-01-01 11:10:00,12828.377
2025-01-01 11:15:00,13382.877
2025-01-01 11:20:00,13522.949
2025-01-01 11:25:00,13215.833
2025-01-01 11:30:00,13107.434
2025-01-01 11:35:00,12964.89
2025-01-01 11:40:00,13049.498
2025-01-01 11:45:00,13008.353
2025-01-01 11:50:00,13219.262
2025-01-01 11:55:00,13225.045
2025-01-01 12:00:00,14194.091
2025-01-01 12:05:00,13654.085
2025-01-01 12:10:00,14422.718
2025-01-01 12:15:00,14102.671
2025-01-01 12:20:00,14024.97
2025-01-01 12:25:00,14154.357
2025-01-01 12:30:00,13493.048
2025-01-01 12:35:00,13617.835
2025-01-01 12:40:00,13482.99
2025-01-01 12:45:00,14192.471
2025-01-01 12:50:00,13792.897
2025-01-01 12:55:00,13704.886
2025-01-01 13:00:00,14119.429
2025-01-01 13:05:00,14130.638
2025-01-01 13:10:00,13992.068
2025-01-01 13:15:00,13501.479
2025-01-01 13:20:00,13791.841
2025-01-01 13:25:00,14263.241
2025-01-01 13:30:00,14019.737
2025-01-01 13:35:00,13938.279
2025-01-01 13:40:00,14162.429
2025-01-01 13:45:00,13396.811
2025-01-01 13:50:00,14605.824
2025-01-01 13:55:00,13974.664
2025-01-01 14:00:00,13920.595
2025-01-01 14:05:00,13463.641
2025-01-01 14:10:00,13553.126
2025-01-01 14:15:00,14275.989
2025-01-01 14:20:00,13419.193
2025-01-01 14:25:00,13371.046
2025-01-01 14:30:00,13694.78
2025-01-01 14:35:00,14137.49
2025-01-01 14:40:00,13885.369
2025-01-01 14:45:00,13584.157
2025-01-01 14:50:00,13964.19
2025-01-01 14:55:00,13048.579
2025-01-01 15:00:00,13871.263
2025-01-01 15:05:00,13627.963
2025-01-01 15:10:00,13065.943
2025-01-01 15:15:00,13451.826
2025-01-01 15:20:00,13564.392
2025-01-01 15:25:00,13412.755
2025-01-01 15:30:00,13069.068
2025-01-01 15:35:00,13580.558
2025-01-01 15:40:00,13003.52
2025-01-01 15:45:00,12872.053
2025-01-01 15:50:00,13315.573
2025-01-01 15:55:00,12853.604
2025-01-01 16:00:00,13064.626
