#{"t_start": 1787295466.1497548, "env_id": "None"}
r,l,t
-296.052716,48,0.086308
-248.452976,48,0.129963
-335.710855,48,0.173242
-369.387164,48,0.216321
-355.969598,48,0.262806
-315.701728,48,0.305904
-333.98936,48,0.349289
-344.289522,48,0.392644
-273.57587,48,0.439336
-320.721388,48,0.482892
-258.010069,48,0.526448
-263.932245,48,0.569692
-335.744526,48,0.616065
-304.376624,48,0.659354
-303.787017,48,0.703156
-333.089189,48,0.746337
-314.270343,48,0.791535
-333.912516,48,0.835283
-295.298383,48,0.880075
-297.81937,48,0.923973
-291.3894,48,1.049333
-352.220651,48,1.589305
-326.221103,48,2.117601
-342.819852,48,2.645359
-394.508536,48,3.188825
-318.862354,48,3.718363
-309.999543,48,4.245793
-284.238398,48,4.774874
-289.373844,48,5.316653
-370.08915,48,5.84895
-366.509623,48,6.373589
-292.581514,48,6.898
-281.735471,48,7.429087
-365.257762,48,7.957421
-351.568149,48,8.483748
-242.317311,48,9.020196
-281.325302,48,9.56002
-244.968546,48,10.097081
-307.627685,48,10.629369
-270.08469,48,11.158827
-253.914444,48,11.690032
-281.73613,48,12.222038
-358.950473,48,12.76699
-265.367125,48,13.335878
-312.166322,48,13.870793
-233.648221,48,14.403863
-399.380668,48,14.944962
-328.53855,48,15.49893
-276.407888,48,16.059124
-240.142251,48,16.639512
-331.742978,48,17.349305
-304.414916,48,17.93589
-327.283806,48,18.468007
-260.822195,48,19.008649
-253.099781,48,19.561564
-376.873117,48,20.101706
-248.012748,48,20.65932
-251.154194,48,21.201665
-237.979974,48,21.736722
-245.126283,48,22.266472
-247.788666,48,22.801224
-290.41402,48,23.351226
-370.334783,48,23.891807
-312.633749,48,24.429121
-301.998458,48,24.962211
-276.553804,48,25.499671
-276.24827,48,26.033484
-248.648893,48,26.565652
-273.396706,48,27.094063
-285.791867,48,27.622672
-246.776795,48,28.158892
-203.844583,48,28.689812
-202.115864,48,29.229398
-251.856951,48,29.760876
-335.463055,48,30.294
-280.061682,48,30.832705
-198.237267,48,31.362714
-190.775979,48,31.895519
-258.674063,48,32.424487
-284.323619,48,32.958495
-293.256097,48,33.533716
-227.879518,48,34.083694
-203.14631,48,34.622674
-273.274946,48,35.160095
-206.040259,48,35.706261
-241.863773,48,36.23849
-157.304916,48,36.7695
-188.09129,48,37.312872
-226.328467,48,37.851568
-203.134976,48,38.378987
-260.579205,48,38.909203
-268.701245,48,39.443488
-244.278982,48,39.976189
-256.346211,48,40.508492
-223.311909,48,41.049195
-248.059597,48,41.590049
-257.049311,48,42.123327
-203.351245,48,42.651528
-222.544024,48,43.182965
-159.548763,48,43.731967
-212.734752,48,44.268775
-266.324316,48,44.805596
-300.39935,48,45.343951
-232.538845,48,45.965905
-218.102016,48,46.500019
-270.495033,48,47.034787
-196.179402,48,47.576625
-225.060471,48,48.115497
-296.007013,48,48.64982
-218.045993,48,49.190242
-231.969111,48,49.738841
-270.895298,48,50.273387
-261.100152,48,50.806815
-231.702923,48,51.3453
-249.016013,48,51.927223
-268.581039,48,52.554255
-220.101336,48,53.201461
-267.214066,48,53.921364
-242.996676,48,54.682587
-183.226212,48,55.294277
-248.872784,48,55.86493
-217.163216,48,56.402381
-318.398773,48,56.946276
-251.172625,48,57.486501
-197.749347,48,58.022764
-208.719282,48,58.557969
-202.648503,48,59.094776
-223.713159,48,59.626558
-195.604278,48,60.160597
-327.257383,48,60.69464
-213.176705,48,61.237106
-249.170597,48,61.770192
-369.792459,48,62.301852
-200.453799,48,62.837315
-257.41045,48,63.368539
-240.560215,48,63.918908
-230.091885,48,64.451259
-302.103776,48,64.992288
-268.259702,48,65.53534
-285.145216,48,66.067366
-305.927949,48,66.599646
-311.454564,48,67.135732
-262.835914,48,67.664678
-316.263618,48,68.197099
-222.713816,48,68.73095
-264.898783,48,69.277338
-241.365134,48,69.813878
-236.139155,48,70.351149
-241.183162,48,70.883023
-328.382172,48,71.414528
-298.145669,48,71.950128
-185.602796,48,72.482764
-285.528918,48,73.021648
-187.261203,48,73.557045
-315.212532,48,74.112556
-297.714434,48,74.644021
-288.20386,48,75.193865
-207.597871,48,75.734365
-209.631443,48,76.270117
-312.712451,48,76.800235
-223.501477,48,77.350523
-280.479838,48,77.88183
-278.786667,48,78.414947
-244.355033,48,78.944587
-290.963586,48,79.478073
-328.375,48,80.017641
-280.162241,48,80.554172
-336.805145,48,81.093465
-189.250819,48,81.629188
-332.372951,48,82.165507
-369.682604,48,82.70139
-231.86889,48,83.231855
-212.289463,48,83.774734
-197.577903,48,84.318702
-254.89289,48,84.853684
-193.465215,48,85.401667
-247.627644,48,85.935442
-181.006067,48,86.467253
-403.123341,48,86.995698
-257.956584,48,87.544889
-261.113532,48,88.078814
-286.415496,48,88.612253
-244.851637,48,89.158332
-301.337274,48,89.696968
-347.92732,48,90.236174
-210.915043,48,90.772658
-225.196812,48,91.309293
-289.737907,48,91.84845
-219.809937,48,92.384526
-320.396396,48,92.946687
-323.19107,48,93.48973
-209.58338,48,94.047644
-157.055129,48,94.578673
-289.767681,48,95.114979
-283.396112,48,95.655433
-249.175415,48,96.192688
-258.658993,48,96.728225
-305.748042,48,97.273339
-211.324648,48,97.808194
-178.598269,48,98.341203
-237.057945,48,98.876522
-238.00482,48,99.409503
-173.410712,48,99.94418
-370.678376,48,100.474886
-236.902813,48,101.013304
-187.239415,48,101.551204
-372.277542,48,102.088378
-295.340938,48,102.619033
-289.741278,48,103.152543
-370.249663,48,103.684133
-290.742251,48,104.236747
-189.206696,48,104.770864
-249.704982,48,105.317586
-240.303444,48,105.853252
-292.465285,48,106.386018
-225.42899,48,106.913728
-333.726986,48,107.449737
-235.018827,48,107.980518
-230.501738,48,108.514691
